product_id,product_name,brand_id,category_id,model_year,list_price,extraction_timestamp,data_source
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,2026-04-03T20:36:26,DeltaLake
264,Strider Sport 16 - 2018,6,1,2018,249.99,2026-04-03T20:36:26,DeltaLake
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,2026-04-03T20:36:26,DeltaLake
266,Trek Superfly 20 - 2018,9,1,2018,399.99,2026-04-03T20:36:26,DeltaLake
267,Trek Precaliber 12 Girl'S - 2018,9,1,2018,199.99,2026-04-03T20:36:26,DeltaLake
268,Trek Kickster - 2018,9,1,2018,159.99,2026-04-03T20:36:26,DeltaLake
269,Trek Precaliber 12 Boy'S - 2018,9,1,2018,199.99,2026-04-03T20:36:26,DeltaLake
270,Trek Precaliber 16 Boy'S - 2018,9,1,2018,209.99,2026-04-03T20:36:26,DeltaLake
271,Trek Precaliber 16 Girl'S - 2018,9,1,2018,209.99,2026-04-03T20:36:26,DeltaLake
272,Trek Precaliber 20 6-Speed Boy'S - 2018,9,1,2018,289.99,2026-04-03T20:36:26,DeltaLake
273,Trek Precaliber 20 6-Speed Girl'S - 2018,9,1,2018,289.99,2026-04-03T20:36:26,DeltaLake
274,Trek Precaliber 20 Boy'S - 2018,9,1,2018,229.99,2026-04-03T20:36:26,DeltaLake
275,Trek Precaliber 20 Girl'S - 2018,9,1,2018,229.99,2026-04-03T20:36:26,DeltaLake
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
277,Trek Precaliber 24 21-Speed Boy'S - 2018,9,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
278,Trek Precaliber 24 21-Speed Girl'S - 2018,9,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
279,Trek Precaliber 24 7-Speed Girl'S - 2018,9,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,2026-04-03T20:36:26,DeltaLake
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
282,Electra Cyclosaurus 1 (16-Inch) - Boy'S - 2018,1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
283,Electra Heartchya 1 (20-Inch) - Girl'S - 2018,1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
284,Electra Savannah 1 (20-Inch) - Girl'S - 2018,1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
285,Electra Soft Serve 1 (16-Inch) - Girl'S - 2018,1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
287,Electra Straight 8 1 (16-Inch) - Boy'S - 2018,1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
288,Electra Straight 8 1 (20-Inch) - Boy'S - 2018,1,1,2018,389.99,2026-04-03T20:36:26,DeltaLake
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
290,"Electra Superbolt 3I 20"" - 2018",1,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
291,Electra Sweet Ride 1 (20-Inch) - Girl'S - 2018,1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
292,Electra Sweet Ride 3I (20-Inch) - Girls' - 2018,1,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
293,Electra Tiger Shark 1 (20-Inch) - Boys' - 2018,1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
294,Electra Tiger Shark 3I (20-Inch) - Boys' - 2018,1,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,2026-04-03T20:36:26,DeltaLake
296,"Electra Treasure 3I 20"" - 2018",1,1,2018,369.99,2026-04-03T20:36:26,DeltaLake
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
298,Electra Water Lily 1 (16-Inch) - Girl'S - 2018,1,1,2018,279.99,2026-04-03T20:36:26,DeltaLake
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,2026-04-03T20:36:26,DeltaLake
300,Electra Townie Balloon 3I Eq Ladies' - 2018,1,2,2018,799.99,2026-04-03T20:36:26,DeltaLake
301,Electra Townie Balloon 7I Eq - 2018,1,2,2018,899.99,2026-04-03T20:36:26,DeltaLake
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,2026-04-03T20:36:26,DeltaLake
303,Electra Townie Go! 8I - 2017/2018,1,2,2018,2599.99,2026-04-03T20:36:26,DeltaLake
304,Electra Townie Original 21D Eq - 2017/2018,1,2,2018,679.99,2026-04-03T20:36:26,DeltaLake
305,Electra Townie Balloon 3I Eq - 2017/2018,1,2,2018,749.99,2026-04-03T20:36:26,DeltaLake
306,Electra Townie Balloon 7I Eq Ladies' - 2017/2018,1,2,2018,899.99,2026-04-03T20:36:26,DeltaLake
307,Electra Townie Balloon 8D Eq - 2016/2017/2018,1,2,2018,749.99,2026-04-03T20:36:26,DeltaLake
308,Electra Townie Balloon 8D Eq Ladies' - 2016/2017/2018,1,2,2018,749.99,2026-04-03T20:36:26,DeltaLake
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,2026-04-03T20:36:26,DeltaLake
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,2026-04-03T20:36:26,DeltaLake
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,2026-04-03T20:36:26,DeltaLake
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,2026-04-03T20:36:26,DeltaLake
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,2026-04-03T20:36:26,DeltaLake
314,Electra Townie Original 21D Eq Ladies' - 2018,1,2,2018,679.99,2026-04-03T20:36:26,DeltaLake
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,2026-04-03T20:36:26,DeltaLake
316,Trek Checkpoint Alr 4 Women'S - 2019,9,7,2019,1699.99,2026-04-03T20:36:26,DeltaLake
317,Trek Checkpoint Alr 5 - 2019,9,7,2019,1999.99,2026-04-03T20:36:26,DeltaLake
318,Trek Checkpoint Alr 5 Women'S - 2019,9,7,2019,1999.99,2026-04-03T20:36:26,DeltaLake
319,Trek Checkpoint Sl 5 Women'S - 2019,9,7,2019,2799.99,2026-04-03T20:36:26,DeltaLake
320,Trek Checkpoint Sl 6 - 2019,9,7,2019,3799.99,2026-04-03T20:36:26,DeltaLake
321,Trek Checkpoint Alr Frameset - 2019,9,7,2019,3199.99,2026-04-03T20:36:26,DeltaLake
