order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source,extraction_timestamp,data_source,list_price_usd,list_price_EGP,final_price_usd,final_price_EGP
145,1,11,1,1680.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,1344.79,73053.94
145,2,9,2,2999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2999.99,162970.26,5399.98,293346.46
146,1,3,2,999.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,1599.98,86916.89
146,2,12,1,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,494.99,26889.69
146,3,20,2,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1079.98,58668.51
146,4,6,2,469.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,892.98,48509.94
146,5,2,1,749.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,697.49,37890.21
147,1,26,2,599.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,959.98,52149.79
148,1,14,1,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,256.49,13933.49
149,1,12,2,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1022.98,55572.03
149,2,21,2,269.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,502.18,27280.3
150,1,7,1,3999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,3599.99,195564.47
150,2,3,1,999.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,799.99,43458.45
150,3,17,1,429.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,398.97,21673.49
150,4,25,2,499.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,929.98,50519.94
151,1,17,1,429.0,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,386.1,20974.34
151,2,26,1,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,539.99,29334.26
152,1,6,2,469.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,751.98,40850.48
152,2,22,2,269.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,431.98,23466.93
152,3,16,2,599.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1115.98,60624.13
153,1,16,1,599.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,557.99,30312.06
153,2,8,1,1799.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,1673.99,90937.2
153,3,15,2,529.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,529.99,28790.96,1006.98,54702.83
154,1,12,1,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,494.99,26889.69
155,1,8,1,1799.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,1619.99,88003.74
156,1,18,2,449.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,718.4,39026.07
156,2,17,2,429.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,815.1,44279.17
156,3,6,1,469.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,437.09,23744.34
157,1,4,1,2899.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,2609.99,141784.11
157,2,7,2,3999.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,7439.98,404166.57
158,1,24,1,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,494.99,26889.69
159,1,13,1,269.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,215.99,11733.46
160,1,21,1,269.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,251.09,13640.15
160,2,15,2,529.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,529.99,28790.96,985.78,53551.19
160,3,18,2,449.0,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,808.2,43904.33
160,4,11,1,1680.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,1596.94,86751.56
161,1,24,2,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1022.98,55572.03
161,2,22,1,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,256.49,13933.49
161,3,7,2,3999.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,7599.98,412858.33
162,1,18,1,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,417.57,22683.91
162,2,21,2,269.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,502.18,27280.3
162,3,3,2,999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,1799.98,97781.5
163,1,12,1,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,494.99,26889.69
163,2,18,1,449.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,359.2,19513.04
164,1,4,2,2899.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,5509.98,299322.0
164,2,10,2,1549.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,2943.1,159879.79
164,3,14,1,269.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,242.99,13200.15
165,1,4,2,2899.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,5509.98,299322.0
165,2,23,1,299.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,299.99,16296.54,239.99,13037.23
165,3,2,1,749.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,712.49,38705.05
166,1,10,2,1549.0,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,2788.2,151465.06
166,2,11,1,1680.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,1344.79,73053.94
167,1,12,1,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,522.49,28383.56
167,2,10,1,1549.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,1239.2,67317.81
167,3,13,2,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,512.98,27866.97
167,4,7,2,3999.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,7599.98,412858.33
168,1,6,1,469.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,422.99,22978.39
168,2,11,2,1680.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,3126.64,169850.42
168,3,12,2,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1022.98,55572.03
168,4,22,2,269.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,431.98,23466.93
169,1,20,2,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1079.98,58668.51
169,2,5,1,1320.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,1254.94,68172.89
169,3,10,1,1549.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,1239.2,67317.81
169,4,11,1,1680.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,1344.79,73053.94
169,5,14,2,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,512.98,27866.97
170,1,12,2,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,989.98,53779.39
170,2,24,1,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,522.49,28383.56
170,3,7,1,3999.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,3199.99,173835.09
170,4,18,2,449.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,853.1,46343.46
171,1,8,1,1799.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,1709.99,92892.84
172,1,23,1,299.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,299.99,16296.54,278.99,15155.78
172,2,16,1,599.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,479.99,26074.89
173,1,14,1,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,256.49,13933.49
173,2,16,1,599.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,479.99,26074.89
173,3,20,2,599.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1139.98,61927.87
174,1,22,2,269.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,431.98,23466.93
174,2,19,2,449.0,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,808.2,43904.33
175,1,5,1,1320.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,1188.89,64584.84
175,2,2,2,749.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,1199.98,65187.45
175,3,21,2,269.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,485.98,26400.29
175,4,19,1,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,417.57,22683.91
176,1,2,2,749.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,1394.98,75780.41
176,2,11,2,1680.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,2689.58,146107.89
176,3,16,2,599.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1139.98,61927.87
177,1,20,2,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1079.98,58668.51
178,1,10,2,1549.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,2478.4,134635.61
178,2,12,1,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,522.49,28383.56
178,3,3,1,999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,899.99,48890.75
178,4,18,1,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,417.57,22683.91
179,1,13,2,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,512.98,27866.97
179,2,26,1,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,539.99,29334.26
179,3,18,1,449.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,359.2,19513.04
179,4,12,2,549.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,879.98,47803.9
179,5,20,2,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1079.98,58668.51
180,1,16,1,599.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,557.99,30312.06
181,1,10,1,1549.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,1471.55,79939.89
181,2,11,1,1680.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,1512.89,82185.69
181,3,15,2,529.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,529.99,28790.96,847.98,46065.54
181,4,24,2,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1044.98,56767.13
182,1,25,2,499.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,949.98,51606.39
182,2,24,2,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1022.98,55572.03
183,1,11,2,1680.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,2689.58,146107.89
183,2,12,2,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1044.98,56767.13
183,3,19,1,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,417.57,22683.91
183,4,17,1,429.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,398.97,21673.49
184,1,4,1,2899.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,2319.99,126030.32
184,2,5,1,1320.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,1188.89,64584.84
184,3,14,1,269.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,242.99,13200.15
185,1,20,1,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,539.99,29334.26
185,2,8,1,1799.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,1709.99,92892.84
186,1,4,1,2899.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,2609.99,141784.11
186,2,6,1,469.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,422.99,22978.39
187,1,5,1,1320.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,1254.94,68172.89
188,1,7,2,3999.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,7439.98,404166.57
189,1,16,2,599.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,959.98,52149.79
190,1,24,1,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,522.49,28383.56
190,2,15,1,529.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,529.99,28790.96,423.99,23032.77
190,3,3,2,999.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,1599.98,86916.89
191,1,25,1,499.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,474.99,25803.19
191,2,12,2,549.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,879.98,47803.9
191,3,3,1,999.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,929.99,50520.44
191,4,8,2,1799.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,3419.98,185785.68
191,5,23,1,299.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,299.99,16296.54,284.99,15481.71
192,1,8,2,1799.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,3239.98,176007.49
192,2,25,1,499.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,464.99,25259.97
192,3,2,1,749.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,712.49,38705.05
192,4,24,2,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,1022.98,55572.03
192,5,10,2,1549.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,2478.4,134635.61
193,1,12,2,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,989.98,53779.39
194,1,21,2,269.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,431.98,23466.93
195,1,18,1,449.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,359.2,19513.04
195,2,14,1,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,256.49,13933.49
195,3,5,2,1320.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,2113.58,114817.49
195,4,4,2,2899.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,4639.98,252060.63
195,5,21,2,269.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,485.98,26400.29
196,1,6,1,469.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,446.49,24254.97
196,2,3,2,999.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,1859.98,101040.89
196,3,10,2,1549.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1549.0,84147.26,2881.14,156513.9
196,4,12,1,549.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,511.49,27786.02
196,5,20,1,599.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,539.99,29334.26
197,1,4,2,2899.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,4639.98,252060.63
197,2,2,2,749.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,749.99,40742.16,1394.98,75780.41
198,1,6,2,469.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,892.98,48509.94
198,2,20,2,599.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,1115.98,60624.13
198,3,8,2,1799.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,2879.98,156451.1
198,4,13,2,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,512.98,27866.97
198,5,17,1,429.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,407.55,22139.58
199,1,25,2,499.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,949.98,51606.39
199,2,18,2,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,835.14,45367.81
199,3,4,1,2899.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,2899.99,157537.9,2319.99,126030.32
200,1,23,2,299.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,299.99,16296.54,569.98,30963.42
200,2,22,2,269.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,502.18,27280.3
201,1,24,1,549.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,522.49,28383.56
201,2,7,1,3999.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,3199.99,173835.09
201,3,14,2,269.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,485.98,26400.29
201,4,17,1,429.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,407.55,22139.58
202,1,8,1,1799.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1799.99,97781.94,1673.99,90937.2
202,2,17,1,429.0,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,407.55,22139.58
202,3,15,2,529.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,529.99,28790.96,1006.98,54702.83
202,4,25,2,499.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,949.98,51606.39
203,1,26,1,599.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,569.99,30963.94
203,2,3,2,999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,999.99,54323.06,1799.98,97781.5
203,3,17,2,429.0,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,686.4,37287.72
203,4,19,2,449.0,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,449.0,24391.3,835.14,45367.81
204,1,6,2,469.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,469.99,25531.55,874.18,47488.68
204,2,17,2,429.0,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,429.0,23304.82,772.2,41948.68
205,1,22,2,269.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,269.99,14666.83,512.98,27866.97
205,2,24,2,549.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,989.98,53779.39
206,1,25,1,499.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,499.99,27161.26,474.99,25803.19
206,2,20,1,599.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,599.99,32593.62,479.99,26074.89
207,1,12,2,549.99,0.2,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,549.99,29877.44,879.98,47803.9
207,2,5,1,1320.99,0.05,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1320.99,71760.93,1254.94,68172.89
207,3,11,2,1680.99,0.07,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,1680.99,91317.43,3126.64,169850.42
207,4,7,2,3999.99,0.1,2024-05-01 11:37:45,SQL-Server,2026-04-03T20:36:26,SQLite/DB_Tables,3999.99,217293.86,7199.98,391128.94
